subject,one,two,three,four,five
god,spirit,jesus,lord,goddess,dog
golf,hole,putt,club,fore,tee
habit,routine,nun,annoying,bad,rabbit
iron,steel,metal,pump,ore,press
judge,jury,court,judy,justice,law
knife,cut,sharp,stab,blade,fork
landscape,scape,view,scenery,portrait,scene
league,justice,ivy,football,bush,extraordinary
mail,letter,post,chain,junk,stamp
mess,clutter,wreck,chaos,spill,sticky
native,indian,indians,american,aborigine,aboriginal
opening,vagina,vacancy,hole,door,grand
pattern,stripes,stripe,spots,striped,floral
pin,prick,needle,tack,stick,cushion
pool,swim,swimming,beach,lake,water
pound,ounce,dog,ton,ground,dollar
request,ask,please,demand,quest,order
salary,wage,pay,wages,income,job
shame,name,blame,game,lame,guilt
shelter,homeless,bomb,house,animal,home
shoe,sock,foot,horse,boot,feet
silver,gold,golden,screen,sterling,metal
tackle,bait,fishing,football,fish,block
tank,fish,think,gas,oxygen,full
trust,bank,friend,faith,worthy,love
assist,help,aid,aide,abet,helper
bake,cake,oven,shake,cook,flour
bar,chocolate,pub,granola,snickers,candy
bell,taco,ring,cow,door,school
bike,ride,cycle,pedal,car,motorcycle
blame,name,fault,shame,game,canada
boy,girl,man,baby,bad,scout
brick,wall,block,house,yellow,stone
chair,table,desk,seat,sit,furniture
closet,out,linen,clothes,hanger,wardrobe
clue,hint,blue,mystery,find,detective
collar,dog,shirt,leash,priest,polo
comment,remark,witty,say,snide,sly
conference,meeting,press,video,summit,forum
devil,evil,satan,demon,hell,angel
diet,coke,healthy,fat,food,nutrition
fear,scary,scared,feeling,fright,emotion
fuel,gas,petrol,diesel,station,gasoline
glove,hand,mitt,baseball,mit,boxing
jacket,coat,leather,sweater,jumper,suit
lunch,dinner,breakfast,eat,supper,brunch
monitor,computer,screen,hall,keyboard,pc
mortgage,due,loan,payment,house,rent
nurse,doctor,hospital,lactate,scrub,dr
pace,snail,slow,brisk,race,fast
panic,anxiety,fear,nervous,attack,anxious
peak,mountain,summit,sneak,crest,climax
plane,line,jet,flight,fly,air
reward,punishment,punish,award,prize,risk
row,skid,boat,death,oar,hedge
sandwich,club,ham,lunch,bread,cheese
shock,electric,electricity,zap,after,surprise
spite,hate,spit,despite,hateful,malice
spray,hair,deodorant,pepper,bug,foam
surprise,wow,shock,innocence,oh,party
till,soil,still,counter,shop,register
transition,smooth,change,death,transitive,transit
weekend,friday,saturday,weekday,week,wet
welcome,gone,forever,thanks,help,harvest
yard,school,barn,scotland,junk,grave
alarm,clock,smoke,snooze,fire,burglar
bend,river,knee,around,knees,end
bicycle,cycle,bike,tricycle,pedal,ride
bite,nibble,teeth,snake,mosquito,shark
blind,deaf,date,color,sight,see
bottle,water,message,baby,genie,spin
cable,wire,tv,larry,jumper,ethernet
candle,wick,wax,flame,light,lit
clerk,store,grocery,cleric,office,county
concert,live,ticket,rock,concerto,show
counter,kitchen,table,wipe,bean,surface
flower,rose,vase,daisy,garden,lily
grandfather,grandmother,grandpa,clock,pa,grandad
harm,hurt,arm,self,farm,injury
knee,elbow,scrape,leg,joint,ankle
lawyer,law,attorney,prosecute,legal,judge
leather,jacket,suede,lace,whip,wallet
load,wide,work,heavy,truck,dump
mirror,glass,reflection,reflect,look,vain
neck,scarf,tie,collar,head,giraffe
pension,pensioner,retire,old,scheme,age
plate,dish,dinner,bowl,china,home
purple,violet,blue,velvet,pink,color
ruin,destroy,destruction,demolish,wreck,spoil
ship,boat,cruise,pirate,deck,space
skirt,dress,blouse,mini,shirt,pants
slice,cut,knife,pizza,bread,pie
snow,white,winter,ski,cold,rain
specialist,doctor,expert,needs,physician,proctologist
stroke,caress,pet,brush,swim,rub
switch,light,off,on,blade,lights
trash,rubbish,garbage,bin,waste,junk
tune,song,music,melody,hum,piano
zone,war,twilight,comfort,danger,area
anger,rage,wrath,fury,hate,temper
award,prize,trophy,honor,oscar,won
bid,auction,sid,adieu,lid,kid
bitter,sour,sweet,taste,tart,coffee
boot,shoe,italy,trunk,car,kick
bug,insect,fly,worm,snug,beetle
camp,tent,fire,boot,base,band
candy,chocolate,sweet,sweets,bar,treat
carpet,rug,shag,floor,red,munch
cat,dog,pussy,kitty,cute,kitten
champion,champ,winner,win,victory,won
channel,tv,discovery,weather,history,television
clock,time,alarm,watch,tick,times
comfort,home,blanket,bed,warm,creature
cow,pig,milk,moo,bull,brown
crack,cocaine,butt,heroin,ass,drugs
engineer,engine,conductor,civil,train,mechanic
entrance,exit,enter,entry,door,gate
fault,blame,error,mistake,earthquake,accident
grass,green,field,lawn,straw,hay
hell,heaven,damn,bloody,devil,heck
highlight,light,marker,point,underline,quote
incident,accident,isolated,event,curious,occurrence
island,lost,hawaii,land,fantasy,desert
joke,funny,laugh,humor,butt,kid
jury,judge,trial,court,verdict,panel
leg,arm,foot,knee,ankle,thigh
lip,gloss,balm,smack,mouth,pout
mate,check,room,friend,soul,ship
motor,engine,cycle,car,vroom,vehicle
nerve,pinch,clit,center,clitoris,brain
passage,rite,narrow,nasal,hall,verdant
pen,paper,pencil,ink,write,writing
pride,sin,greed,gay,prejudice,envy
priest,nun,vicar,rabbi,bishop,minister
prize,award,reward,win,won,trophy
promise,swear,lie,vow,oath,vows
resident,dweller,evil,president,citizen,occupant
resort,vacation,ski,spa,marriott,destination
ring,bell,diamond,phone,gold,finger
roof,house,ceiling,floor,tin,fiddle
rope,jump,string,knot,skip,tight
sail,ship,boat,mast,yacht,ships
scheme,plan,plot,pyramid,vacation,rhyme
script,java,write,movie,play,post
sock,shoe,rock,foot,drawer,stocking
station,radio,train,gas,play,space
toe,foot,finger,head,feet,heel
tower,eiffel,clock,skyscraper,pisa,bell
truck,car,fire,van,load,dump
witness,jehovah,eye,testimony,false,silent
a,the,b,c,e,x
you,me,fuck,i,for,with
it,do,tag,the,is,thing
can,tin,trash,spray,we,possible
will,when,wont,smith,can,i
if,what,as,and,but,of
one,two,number,only,five,zero
many,few,lots,much,some,lot
most,least,record,ever,all,more
other,else,same,each,none,or
use,force,deodorant,condom,spend,function
make,create,build,love,do,produce
good,bad,evil,great,well,nice
look,see,view,eyes,watch,find
help,aid,support,aide,assist,please
go,stop,leave,come,to,away
great,awesome,good,fine,britain,grand
being,human,be,well,supreme,entity
few,many,some,chosen,lots,less
might,power,strength,fight,maybe,could
still,stand,remain,sit,remains,standing
public,private,pubic,statement,scandal,pub
read,book,write,study,books,newspaper
keep,hold,find,save,continue,store
start,stop,finish,end,begin,beginning
give,take,head,receive,get,share
human,person,animal,being,ape,people
local,foreign,yokel,locale,area,national
general,special,specific,attorney,admiral,lee
she,he,her,female,shebang,said
specific,vague,general,gender,pacific,concrete
long,hair,short,legs,length,life
play,fun,work,game,pass,games
feel,touch,heart,grope,sense,taste
high,low,jump,up,fly,five
tonight,entertainment,today,night,sleeps,wonderful
put,stay,shot,place,out,staying
common,rare,sense,commonwealth,smith,uncommon
set,stage,swing,tv,ready,television
simple,complex,easy,plain,complicated,basic
past,time,future,present,yesterday,history
big,little,small,large,huge,size
possible,maybe,impossible,if,kim,could
particular,concrete,specific,peculiar,certain,special
today,yesterday,tomorrow,tonight,day,soon
major,minor,captain,colonel,sergeant,general
personal,pc,possession,possessions,private,identity
current,flow,electric,affair,wind,electricity
national,velvet,nation,anthem,park,association
cut,knife,slice,paper,hair,scissors
natural,nature,disaster,gas,super,unnatural
physical,science,mental,chemistry,chemical,scientist
show,tv,television,freak,game,movie
try,attempt,again,effort,test,nice
check,pay,cheque,mate,blank,spell
second,first,minute,third,coming,time
call,phone,telephone,booty,close,name
move,still,shake,dance,away,go
pay,bill,rent,price,bills,attention
let,release,be,allow,live,drop
increase,decrease,reduce,grow,more,gain
single,one,double,alone,triple,multiple
individual,person,unique,self,me,single
turn,twist,spin,page,knob,wrong
ask,question,request,why,please,offer
buy,store,shop,purchase,sell,by
guard,life,prison,security,crossing,safe
hold,handle,grab,have,choke,keep
main,spanish,street,squeeze,principal,chow
offer,job,cheap,kind,give,reward
potential,energy,kinetic,essential,child,full
professional,pro,expert,leon,profession,amateur
international,national,nations,global,affair,passport
travel,vacation,time,trip,road,space
cook,fry,chef,bake,kitchen,grill
alternative,lifestyle,other,music,different,or
following,next,after,leading,preceding,cult
special,general,delivery,effect,olympics,unique
working,class,employed,work,job,unemployed
whole,ass,butt,half,asshole,part
dance,lap,song,club,tap,line
excuse,pardon,lame,reason,sorry,late
cold,hot,ice,warm,cool,freezing
commercial,ad,jingle,advertisement,preview,tv
low,high,level,down,lo,hi
purchase,buy,store,louisiana,sale,sell
deal,big,cope,meal,bargain,real
primary,school,secondary,colors,first,education
worth,value,net,butter,self,less
fall,drop,rise,trip,slip,water
necessary,unnecessary,essential,need,important,needed
positive,negative,yes,sure,proof,affirmative
produce,make,fresh,product,products,production
search,job,find,google,query,quest
present,gift,past,time,future,now
spend,money,shop,save,buy,pay
talk,speak,walk,pillow,say,chat
creative,original,brainstorm,art,intelligent,artist
tell,show,kiss,ask,lie,william
cost,price,free,expense,value,expensive
drive,car,sex,road,steer,park
green,grass,blue,red,yellow,money
support,life,bra,welfare,child,help
glad,happy,sad,mad,gladness,bad
remove,stain,delete,clothes,erase,extract
return,back,leave,enter,point,jedi
run,walk,race,chase,hit,jog
complex,simple,apartment,industrial,god,sophisticated
due,past,payment,do,process,rent
effective,cost,effect,efficient,effects,ineffective
middle,center,finger,central,centre,elementary
regular,donor,exercise,normal,often,standard
reserve,book,room,federal,nature,vacation
independent,dependent,free,indie,film,individual
leave,depart,go,exit,stay,enter
original,sin,unique,origin,new,authentic
reach,far,orgasm,stretch,goal,top
rest,relax,sleep,bed,nap,arm
serve,protect,dinner,dish,first,waiter
watch,clock,time,wrist,movie,tv
beautiful,pretty,lovely,gorgeous,america,ugly
charge,large,fee,battery,free,charles
active,hyper,exercise,lively,vibrant,lazy
break,snap,day,prison,heart,fracture
negative,positive,no,affirmative,not,zero
safe,vault,secure,home,haven,condom
stay,away,go,leave,remain,sit
visit,hospital,house,doctor,travel,place
visual,art,audio,vision,arts,eyes
affect,effect,cause,effects,emotion,defect
cover,blanket,duvet,book,lid,duck
report,news,weather,crime,oral,book
rise,fall,sun,yeast,up,high
walk,dog,run,park,dogs,board
white,black,snow,teeth,red,milk
beyond,above,infinity,yonder,oasis,infinite
junior,senior,jr,sophomore,school,freshman
pick,nose,scab,ice,choose,lock
unique,singular,different,special,rare,original
anything,something,whatever,everything,goes,nothing
classic,vintage,literature,class,rock,music
final,last,end,exam,death,ultimate
lift,elevator,face,weights,ski,shop
mix,trail,stir,blend,cake,pick
private,public,personal,detective,property,vagina
stop,go,start,sign,bus,pause
teach,learn,educate,lesson,school,train
western,country,eastern,cowboy,spaghetti,west
concern,care,worry,whom,age,about
familiar,similar,unfamiliar,family,known,strange
fly,bird,wings,wing,kite,airplane
official,government,officer,elected,of,office
broad,wide,narrow,dame,shoulders,dumb
comfortable,comfy,cozy,bed,uncomfortable,warm
gain,loss,pain,lose,weight,get
maybe,perhaps,yes,no,yeah,definitely
rich,poor,money,wealthy,wealth,luxury
save,rescue,spend,money,keep,reserve
stand,sit,lemonade,band,hat,we
young,old,forever,youth,die,child
fail,pass,test,try,succeed,f
heavy,weight,metal,load,light,duty
hello,hi,goodbye,bye,greeting,greet
lead,follow,pencil,graphite,led,pipe
listen,speak,hear,talk,music,ears
valuable,precious,treasure,worthy,priceless,value
worry,hurry,concern,anxiety,fear,fuss
handle,door,knob,broom,pan,axe
leading,following,cheer,blind,ahead,leader
meet,greet,track,encounter,meat,stranger
release,press,catch,hold,free,relief
sell,buy,purchase,sale,shop,product
finish,start,end,done,complete,race
normal,abnormal,average,weird,freak,ordinary
press,button,bench,iron,print,play
ride,horse,bike,bus,car,sleigh
secret,victoria,spy,agent,whisper,tell
spread,legs,bed,butter,apart,virus
spring,summer,fall,winter,season,break
tough,rough,hard,strong,tender,enough
wait,delay,long,line,queue,patient
brown,hair,chocolate,eyes,charlie,bear
deep,ocean,throat,shallow,hole,well
display,show,exhibit,public,fireworks,art
flow,river,squirt,ebb,stream,water
hit,punch,strike,kick,beat,smack
objective,subjective,goal,object,adjective,aim
shoot,gun,guns,crap,shot,photo
touch,feel,soft,gentle,finger,fondle
cancel,void,schedule,negate,ok,quit
chemical,reaction,chemistry,element,warfare,h2o
cry,laugh,tears,baby,sad,weep
dump,truck,waste,shit,load,hump
extreme,very,drastic,radical,intense,extremity
push,pull,button,press,shove,force
conflict,strife,war,resolve,fight,clash
eat,food,mouth,hungry,feed,swallow
fill,land,stuff,full,hole,form
formal,dress,suit,casual,attire,tie
jump,hop,leap,skip,run,frog
kick,punch,punt,drop,ball,ass
opposite,sex,different,same,contrary,not
pass,fail,test,by,play,time
pitch,fever,tent,black,throw,fork
remote,control,tv,click,television,controller
total,sum,complete,amount,all,net
treat,trick,tasty,sweet,dutch,taste
vast,ocean,immense,huge,space,big
abuse,child,drug,verbal,substance,use
beat,heart,drum,rhythm,drums,hit
burn,fire,crash,sun,hot,flame
deposit,safe,bank,withdraw,withdrawal,check
print,paw,newspaper,leopard,edit,copy
raise,lift,rise,elevate,price,up
sleep,bed,dream,rest,nap,tired
somewhere,anywhere,nowhere,go,going,someone
advance,forward,cash,progress,technology,go
anywhere,somewhere,everywhere,nowhere,where,go
consist,assist,blackhead,care,complete,components
dark,light,night,black,bright,lights
double,single,trouble,chin,two,triple
draw,line,quick,sketch,doodle,scribble
equal,even,same,fair,peer,equation
fix,repair,broken,break,mend,broke
hire,employ,fire,car,rent,van
internal,external,inside,eternal,organs,within
join,club,together,joint,connect,participate
kill,murder,slaughter,die,road,slay
sensitive,case,hyper,clit,emotional,clitoris
tap,water,wire,faucet,drip,sink
win,lose,race,lottery,game,victory
attack,heart,shark,panic,defense,anxiety
claim,statement,say,insurance,stake,proclaim
constant,vowel,always,change,variable,steady
drag,queen,pull,race,click,fag
drink,water,food,eat,bar,beer
guess,who,estimate,clue,hypothesis,yes
minor,major,slight,asia,underage,ursa
pull,push,tug,yank,finger,wagon
raw,sushi,war,cooked,meat,red
soft,hard,loud,skin,pillow,pad
solid,liquid,rock,hard,frozen,firm
wear,under,clothes,clothing,formal,hat
weird,strange,freak,odd,queer,bizarre
wonder,why,boy,ponder,woman,awe
annual,year,yearly,years,perennial,leave
count,dracula,sperm,number,sheep,numbers
dead,alive,grave,living,death,die
doubt,query,reason,thomas,sure,unsure
feed,food,breast,spoon,fed,eat
forever,always,together,eternity,eternal,ever
impress,dress,empress,wow,press,amaze
nobody,no,everyone,everybody,somebody,none
repeat,again,rinse,what,ditto,parrot
round,circle,ball,wheel,flat,world
sing,song,dance,voice,choir,hum
slide,swing,slip,side,swings,water
strip,comic,tease,club,landing,poker
whereas,as,therefore,where,wheres,albeit
wish,well,death,yearn,desire,hope
combine,mix,join,tractor,with,harvest
command,order,obey,chain,demand,conquer
dig,hole,shovel,spade,tunnel,dug
divide,multiply,subtract,share,add,division
equivalent,equal,equals,clitoris,same,comparable
hang,rope,noose,sling,clothes,cliff
hunt,deer,witch,stalk,duck,fox
initial,first,middle,name,sign,1st
march,february,forward,parade,april,june
mention,fore,honorable,state,said,say
smell,stink,smelly,scent,fart,odor
spiritual,spirit,warfare,path,physical,bible
survey,poll,questionnaire,surrey,census,purvey
tie,rope,knot,suit,bow,string
adult,child,kid,baby,grow,grown
brief,case,pelican,boxer,legal,encounter
crazy,psycho,wild,insane,mad,lunatic
escape,fire,dodge,scape,flee,prison
gather,collect,together,hunt,group,family
hate,love,like,loathe,dislike,despise
prior,before,previous,pryor,previously,richard
repair,fix,mend,break,car,mechanic
rough,smooth,tough,diamond,sex,roughness
sad,happy,cry,depressed,lonely,blue
scratch,itch,claw,back,claws,sniff
sick,ill,vomit,gross,flu,fever
strike,hit,lightning,hunger,out,blow
employ,job,hire,work,use,destroy
external,internal,eternal,outside,out,exterior
hurt,pain,ouch,wound,harm,injury
illegal,legal,drugs,alien,aliens,crime
laugh,funny,giggle,joke,ha,tickle
lay,lie,play,egg,bed,easy
mobile,auto,phone,snow,telephone,cellphone
nasty,gross,mean,yuck,ugly,ew
ordinary,plain,average,extraordinary,common,regular
respond,reply,answer,question,response,react
royal,crown,regal,rocker,purple,gorge
senior,junior,sr,citizen,old,elderly
split,banana,divide,apart,crack,divorce
strain,stress,sprain,muscle,stain,brain
struggle,class,power,fight,effort,strife
swim,pool,fish,drown,dive,water
train,station,rail,railroad,engine,wagon
upper,lower,class,up,stiff,downer
wash,soap,car,clean,mouth,dishes
yellow,red,green,blue,orange,purple
convert,evangelist,change,convent,convertible,covert
crash,plane,car,smash,airplane,accident
dependent,independent,clause,child,addict,needy
fold,blind,crease,origami,napkin,ten
funny,joke,comedy,fun,laugh,clown
grab,snatch,take,hold,smash,reach
hide,run,shadow,cover,seek,shadows
miss,hit,mister,mr,kiss,america
permit,allow,let,building,license,learner
quote,phrase,shakespeare,said,quoth,saying
recover,heal,lose,rest,better,rehab
resolve,solve,problem,solution,conflict,fight
roll,rock,wheel,dice,wheels,ball
sink,kitchen,drain,swim,float,titanic
slip,slide,fall,slippery,knot,permission
spare,ribs,change,strike,room,parts
suspect,prime,know,victim,murder,crime
sweet,sugar,candy,cake,bitter,honey
swing,slide,park,golf,rope,mood
twist,bend,turn,oliver,shout,dance
upstairs,stairs,downstairs,attic,up,loft
usual,unusual,business,typical,suspect,normal
abroad,home,travel,trip,going,idiot
brave,courage,bold,courageous,scotland,america
calm,peace,peaceful,relax,still,cool
concentrate,pulp,focus,attention,think,concrete
estimate,guess,approximately,approximate,about,est
grand,great,canyon,rio,piano,large
male,female,sex,man,gender,penis
mine,yours,everything,your,keep,me
prompt,command,punctual,cue,tip,answer
quiet,loud,whisper,silent,quite,silence
refuse,no,deny,decline,offer,wont
regret,sorry,rue,remorse,egret,mistake
reveal,display,show,expose,conceal,uncover
rush,gold,bum,hurry,quick,sugar
shake,hand,milk,rattle,quiver,protein
shift,stick,gear,shape,night,move
shine,sun,star,polish,rise,sparkle
steal,rob,take,thief,snatch,borrow
suck,lick,yuck,fuck,you,blow
surround,encircle,around,sound,encompass,stereo
anybody,somebody,nobody,anyone,everybody,any
bear,teddy,koala,panda,pooh,polar
brilliant,genius,great,bright,smart,idea
dare,truth,challenge,true,devil,or
dear,expensive,john,oh,deer,dearest
delay,procrastinate,time,wait,stall,decay
drunk,drink,beer,alcohol,wine,punch
female,male,woman,girl,sex,women
hurry,rush,quick,haste,quickly,now
inevitable,death,change,die,fate,dead
invite,lunch,party,guest,welcome,come
kiss,lips,hug,french,lip,mouth
neat,nice,tidy,clean,cool,freak
pop,rock,song,soda,music,lolly
punch,hit,fist,fight,kick,slap
quit,stop,cease,quilt,end,finish
reply,answer,respond,response,question,email
representative,rep,senator,senate,congress,sales
resist,desist,refuse,desisted,fight,against
rip,tear,torn,tide,shred,cut
rub,back,belly,clit,stroke,massage
silly,stupid,funny,goofy,willy,dumb
smile,happy,frown,grin,laugh,face
spell,magic,witch,curse,word,potion
stretch,reach,elastic,long,yoga,limo
stupid,dumb,idiot,smart,silly,ignorant
tear,rip,cry,wear,sad,drop
temporary,permanent,temp,tempo,pain,forever
tomorrow,today,yesterday,tonight,future,later
wake,sleep,alarm,rise,morning,dream
wrap,gift,scarf,plastic,shrink,rap
yesterday,today,tomorrow,when,before,tonight
